customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,dependency_score,value_tier,value_score,satisfaction_flag,loyalty_segment,retention_risk,age_group,promo_sensitivity,premium_customer
2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly,0,High Value,0.8075000000000001,Unsatisfied,High Loyalty,Low Risk,Adult,Low,Yes
2168,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly,0,Medium Value,0.4534183673469388,Satisfied,High Loyalty,Low Risk,Adult,Low,No
2169,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly,0,Medium Value,0.518545918367347,Satisfied,High Loyalty,Low Risk,Young Adult,Low,No
2170,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,0,Medium Value,0.4385459183673469,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37,Venmo,Every 3 Months,0,Low Value,0.3379081632653061,Satisfied,High Loyalty,Low Risk,Adult,Low,No
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly,0,High Value,0.5877295918367347,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly,0,Medium Value,0.5187372448979592,Unsatisfied,Low Loyalty,Low Risk,Adult,Low,No
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,No,36,Venmo,Quarterly,0,High Value,0.6724107142857144,Satisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually,0,Low Value,0.16312500000000002,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly,0,High Value,0.5565051020408163,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly,0,High Value,0.6876403061224489,Unsatisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Express,No,No,9,PayPal,Bi-Weekly,0,High Value,0.5846045918367347,Unsatisfied,Medium Loyalty,Low Risk,Young Adult,Low,No
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually,0,High Value,0.628545918367347,Satisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly,0,Medium Value,0.5033418367346939,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2181,41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly,0,Low Value,0.37776785714285716,Satisfied,High Loyalty,Low Risk,Mature,Low,No
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly,0,High Value,0.556670918367347,Unsatisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly,0,High Value,0.7224362244897959,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly,0,Low Value,0.17674744897959185,Satisfied,Low Loyalty,Low Risk,Adult,Low,No
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months,0,Low Value,0.22058673469387757,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months,0,Medium Value,0.4175,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months,0,Low Value,0.09748724489795921,Satisfied,Low Loyalty,Low Risk,Mature,Low,No
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually,0,Medium Value,0.4425765306122449,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly,0,Low Value,0.39022959183673467,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,No,47,Credit Card,Bi-Weekly,0,High Value,0.8228826530612245,Satisfied,High Loyalty,Low Risk,Adult,Low,Yes
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually,0,Medium Value,0.5052933673469387,Satisfied,High Loyalty,Low Risk,Mature,Low,No
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly,0,High Value,0.6761352040816326,Unsatisfied,High Loyalty,Low Risk,Adult,Low,Yes
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly,0,Low Value,0.20835459183673471,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Express,No,No,8,PayPal,Monthly,0,Medium Value,0.4441071428571429,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly,0,Low Value,0.36338010204081633,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly,0,Low Value,0.3173724489795918,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly,0,Medium Value,0.5474234693877551,Satisfied,High Loyalty,Low Risk,Young Adult,Low,No
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly,0,High Value,0.6962755102040816,Unsatisfied,High Loyalty,Low Risk,Adult,Low,Yes
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly,0,High Value,0.6206632653061224,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
2200,39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly,0,Medium Value,0.4656505102040816,Satisfied,High Loyalty,Low Risk,Adult,Low,No
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months,0,Low Value,0.3835586734693877,Satisfied,High Loyalty,Low Risk,Mature,Low,No
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually,0,Low Value,0.08322704081632652,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2203,42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly,0,Low Value,0.37469387755102035,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly,0,Medium Value,0.5466709183673469,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly,0,Low Value,0.2237372448979592,Unsatisfied,Low Loyalty,Low Risk,Young Adult,Low,No
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly,0,High Value,0.5791836734693878,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
2207,46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly,0,Medium Value,0.4213137755102041,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually,0,Low Value,0.1624744897959184,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly,0,Low Value,0.35594387755102047,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
2210,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,0,Low Value,0.28826530612244894,Satisfied,High Loyalty,Low Risk,Mature,Low,No
2211,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly,0,Low Value,0.33628826530612244,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months,0,High Value,0.7075127551020408,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly,0,Medium Value,0.4741964285714285,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly,0,Medium Value,0.5453316326530613,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly,0,High Value,0.7163265306122448,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
2216,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly,0,High Value,0.6928061224489797,Unsatisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,No,Store Pickup,No,No,15,Venmo,Bi-Weekly,0,Low Value,0.3007142857142857,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
2218,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly,0,Low Value,0.39039540816326523,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly,0,Medium Value,0.4057015306122449,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly,0,High Value,0.5912117346938776,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually,0,Medium Value,0.5178826530612245,Satisfied,High Loyalty,Low Risk,Young Adult,Low,No
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,No,34,Credit Card,Annually,0,High Value,0.5845408163265307,Unsatisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly,0,High Value,0.5863010204081632,Satisfied,High Loyalty,Low Risk,Adult,Low,Yes
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly,0,Low Value,0.3026147959183674,Satisfied,Low Loyalty,Low Risk,Adult,Low,No
2225,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly,0,Low Value,0.27965561224489793,Satisfied,High Loyalty,Low Risk,Young Adult,Low,No
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually,0,Low Value,0.35158163265306125,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually,0,Medium Value,0.4578061224489796,Satisfied,High Loyalty,Low Risk,Young Adult,Low,No
2228,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly,0,High Value,0.6547704081632653,Satisfied,High Loyalty,Low Risk,Adult,Low,Yes
2229,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly,0,Low Value,0.3432397959183673,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly,0,High Value,0.808125,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly,0,Low Value,0.38591836734693874,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly,0,Low Value,0.313125,Satisfied,Low Loyalty,Low Risk,Adult,Low,No
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14,Cash,Fortnightly,0,Medium Value,0.42709183673469386,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly,0,Medium Value,0.4246301020408163,Satisfied,High Loyalty,Low Risk,Adult,Low,No
2235,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26,Cash,Weekly,0,High Value,0.5618112244897959,Satisfied,High Loyalty,Low Risk,Adult,Low,Yes
2236,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually,0,High Value,0.6120153061224489,Satisfied,High Loyalty,Low Risk,Adult,Low,Yes
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly,0,High Value,0.5865816326530613,Unsatisfied,Medium Loyalty,Low Risk,Young Adult,Low,No
2238,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months,0,Low Value,0.31242346938775506,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
2239,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly,0,High Value,0.6140816326530611,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
2240,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months,0,High Value,0.7223979591836736,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months,0,Medium Value,0.44095663265306123,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly,0,Medium Value,0.45786989795918365,Unsatisfied,Low Loyalty,Low Risk,Young Adult,Low,No
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly,0,Medium Value,0.4082397959183674,Unsatisfied,Low Loyalty,Low Risk,Young Adult,Low,No
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually,0,Low Value,0.07909438775510204,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually,0,Low Value,0.22419642857142855,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2246,49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly,0,High Value,0.7631377551020407,Satisfied,High Loyalty,Low Risk,Mature,Low,Yes
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months,0,High Value,0.71015306122449,Satisfied,High Loyalty,Low Risk,Mature,Low,Yes
2248,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually,0,Low Value,0.1997066326530612,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly,0,Medium Value,0.46895408163265306,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2250,42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly,0,Medium Value,0.46205357142857134,Satisfied,High Loyalty,Low Risk,Mature,Low,No
2251,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly,0,High Value,0.648329081632653,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
2252,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly,0,High Value,0.6198214285714285,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
2253,48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually,0,Medium Value,0.5499489795918369,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly,0,Low Value,0.2654464285714285,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2255,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months,0,High Value,0.645140306122449,Satisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
2256,48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly,0,Low Value,0.3828954081632653,Satisfied,High Loyalty,Low Risk,Mature,Low,No
2257,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Standard,No,No,33,Credit Card,Quarterly,0,Low Value,0.23216836734693877,Satisfied,High Loyalty,Low Risk,Adult,Low,No
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually,0,Low Value,0.0981122448979592,Satisfied,Low Loyalty,Low Risk,Mature,Low,No
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months,0,High Value,0.6001403061224491,Satisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually,0,High Value,0.5683163265306124,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2261,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly,0,Medium Value,0.4655867346938776,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly,0,Medium Value,0.48234693877551027,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
2263,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly,0,Low Value,0.38625000000000004,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
2264,44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly,0,Low Value,0.3885204081632653,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
2265,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly,0,High Value,0.78,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
2266,36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly,0,Medium Value,0.49635204081632656,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
2267,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly,0,Medium Value,0.4747959183673469,Satisfied,High Loyalty,Low Risk,Young Adult,Low,No
2268,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly,0,Medium Value,0.5335331632653061,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly,0,Low Value,0.1944642857142857,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
2270,49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually,0,Low Value,0.2604336734693877,Satisfied,High Loyalty,Low Risk,Mature,Low,No
2271,27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly,0,Medium Value,0.479234693877551,Unsatisfied,Low Loyalty,Low Risk,Adult,Low,No
2272,29,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly,0,High Value,0.7632525510204081,Unsatisfied,High Loyalty,Low Risk,Adult,Low,Yes
2273,29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,Standard,No,No,44,PayPal,Monthly,0,Medium Value,0.43951530612244893,Satisfied,High Loyalty,Low Risk,Adult,Low,No
2274,55,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly,0,High Value,0.6259693877551021,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
2275,57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly,0,Low Value,0.3659056122448979,Satisfied,High Loyalty,Low Risk,Mature,Low,No
2276,29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly,0,Low Value,0.2276020408163265,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2277,31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly,0,High Value,0.6456887755102041,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2278,25,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly,0,Low Value,0.3315816326530613,Satisfied,Medium Loyalty,Low Risk,Young Adult,Low,No
2279,61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months,0,Low Value,0.10873724489795919,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
2280,53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly,0,Medium Value,0.49753826530612244,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
2281,22,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly,0,Low Value,0.28929846938775505,Unsatisfied,High Loyalty,Low Risk,Young Adult,Low,No
2282,28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,No,Store Pickup,No,No,41,Bank Transfer,Annually,0,Low Value,0.28427295918367346,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
2283,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually,0,Medium Value,0.47598214285714296,Satisfied,Medium Loyalty,Low Risk,Young Adult,Low,No
2284,44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly,0,Medium Value,0.44266581632653057,Satisfied,High Loyalty,Low Risk,Mature,Low,No
2285,32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20,Venmo,Annually,0,Low Value,0.3582015306122449,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
2286,34,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,0,High Value,0.726530612244898,Satisfied,High Loyalty,Low Risk,Adult,Low,Yes
2287,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly,0,Low Value,0.3344132653061225,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
2288,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3.0,No,Store Pickup,No,No,6,Debit Card,Annually,0,Low Value,0.1712372448979592,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
2289,28,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly,0,High Value,0.849375,Unsatisfied,High Loyalty,Low Risk,Adult,Low,Yes
